alcohol_pct,brand,container_type,hierarchy_subtype,hierarchy_type,name,price,short_pack_size,short_pack_size_num,short_volume,standard vol,supplier_id,type,total oz,cost per oz,oz of alcohol per dollar
5.00,Narragansett,CAN,lager,domestic,Narragansett Lager,10.99,6 pack,6,12oz,12,536,domestic,72,0.15,0.33
5.00,Labatt,BOTTLE,lager,imported,Labatt Blue,10.99,6 pack,6,12oz,12,849,imported,72,0.15,0.33
5.00,White Claw,CAN,,hard seltzer,White Claw Hard Seltzer Mango,10.99,6 pack,6,12oz,12,849,hard seltzer,72,0.15,0.33
6.00,Ballast Point,CAN,IPA,domestic,Ballast Point Fathom IPA,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.33
5.90,Small Town,BOTTLE,,domestic,Not Your Father's Root Beer,12.98,6 pack,6,12oz,12,210,domestic,72,0.18,0.33
6.70,Omission,BOTTLE,IPA,domestic,Omission IPA,58.99,24 pack,24,12oz,12,536,domestic,288,0.20,0.33
7.20,Sierra Nevada,BOTTLE,IPA,domestic,Sierra Nevada Torpedo Extra IPA,5.29,1,1,24oz,24,229,domestic,24,0.22,0.33
5.20,Brooklyn Brewery,BOTTLE,lager,domestic,Brooklyn Lager,11.48,6 pack,6,12oz,12,210,domestic,72,0.16,0.33
4.20,Bud Light,CAN,light lager,domestic,Bud Light,3.22,1,1,25oz,25,849,domestic,25,0.13,0.33
5.20,Brooklyn Brewery,BOTTLE,lager,domestic,Brooklyn Lager,11.49,6 pack,6,12oz,12,849,domestic,72,0.16,0.33
5.20,Brooklyn Brewery,CAN,lager,domestic,Brooklyn Lager,22.99,12 pack,12,12oz,12,849,domestic,144,0.16,0.33
6.50,BrewDog,CAN,IPA,domestic,BrewDog Elvis Juice,14.38,6 pack,6,12oz,12,536,domestic,72,0.20,0.33
4.70,Founders Brewing Co.,CAN,IPA,domestic,Founders All Day IPA,51.99,30 pack,30,12oz,12,536,domestic,360,0.14,0.33
7.00,Bell's Brewery,BOTTLE,IPA,domestic,Bell's Two Hearted Ale,15.49,6 pack,6,12oz,12,536,domestic,72,0.22,0.33
7.00,Bear Republic,BOTTLE,IPA,domestic,Bear Republic Racer 5 IPA,15.49,6 pack,6,12oz,12,229,domestic,72,0.22,0.33
4.60,Corona,CAN,lager,imported,Corona Extra,20.36,12 pack,12,12oz,12,536,imported,144,0.14,0.33
4.20,Bud Light,CAN,,domestic,Bud Light Lime,18.59,6 pack,6,24oz,24,210,domestic,144,0.13,0.33
7.00,Blue Point Brewing Company,BOTTLE,amber ale,domestic,Blue Point Winter Ale,30.99,12 pack,12,12oz,12,536,domestic,144,0.22,0.33
6.50,Oskar Blues,CAN,american pale ale,domestic,Oskar Blues Dale's Pale Ale,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.33
6.50,BrewDog,CAN,IPA,domestic,BrewDog Elvis Juice,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.33
5.00,Coors,CAN,lager,domestic,Coors Banquet,3.69,1,1,24oz,24,229,domestic,24,0.15,0.33
5.00,Heineken,CAN,pale lager,imported,Heineken,3.69,1,1,24oz,24,849,imported,24,0.15,0.33
4.60,Corona,CAN,lager,imported,Corona Extra,20.37,12 pack,12,12oz,12,210,imported,144,0.14,0.33
4.20,Bud Light,BOTTLE,light lager,domestic,Bud Light,37.26,24 pack,24,12oz,12,210,domestic,288,0.13,0.32
8.20,Troegs,BOTTLE,,domestic,Troegs Troegenator,18.19,6 pack,6,12oz,12,210,domestic,72,0.25,0.32
4.20,Bud Light,BOTTLE,light lager,domestic,Bud Light,37.27,24 pack,24,12oz,12,536,domestic,288,0.13,0.32
7.20,Sierra Nevada,BOTTLE,IPA,domestic,Sierra Nevada Torpedo Extra IPA,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.32
7.20,Sierra Nevada,BOTTLE,IPA,domestic,Sierra Nevada Torpedo Extra IPA,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.32
7.20,Sierra Nevada,BOTTLE,IPA,domestic,Sierra Nevada Torpedo Extra IPA,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.32
7.20,Dogfish Head,BOTTLE,ale,domestic,Dogfish Head Indian Brown Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.32
8.20,Southern Tier,BOTTLE,IPA,domestic,Southern Tier 2x IPA,72.99,24 pack,24,12oz,12,210,domestic,288,0.25,0.32
5.90,Goose Island,BOTTLE,IPA,domestic,Goose Island IPA,13.13,6 pack,6,12oz,12,210,domestic,72,0.18,0.32
5.90,Goose Island,BOTTLE,IPA,domestic,Goose Island IPA,13.14,6 pack,6,12oz,12,536,domestic,72,0.18,0.32
6.50,Oskar Blues,CAN,american pale ale,domestic,Oskar Blues Dale's Pale Ale,14.49,6 pack,6,12oz,12,229,domestic,72,0.20,0.32
6.50,Southern Tier,BOTTLE,IPA,domestic,Southern Tier IPA,28.99,12 pack,12,12oz,12,210,domestic,144,0.20,0.32
6.50,Southern Tier,BOTTLE,IPA,domestic,Southern Tier IPA,57.99,24 pack,24,12oz,12,210,domestic,288,0.20,0.32
5.90,Harpoon,BOTTLE,IPA,domestic,Harpoon IPA,52.64,24 pack,24,12oz,12,210,domestic,288,0.18,0.32
4.70,,CAN,IPA,domestic,The Winner's Circle American Session Ale,27.99,12 pack,12,16oz,16,698,domestic,192,0.15,0.32
3.80,Narragansett,CAN,light lager,domestic,Narragansett Light,16.99,12 pack,12,12oz,12,229,domestic,144,0.12,0.32
5.90,Goose Island,BOTTLE,IPA,domestic,Goose Island IPA,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.32
5.90,Sierra Nevada,BOTTLE,IPA,domestic,Sierra Nevada Golden IPA,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.32
6.70,Omission,BOTTLE,IPA,domestic,Omission IPA,29.99,12 pack,12,12oz,12,536,domestic,144,0.21,0.32
5.20,Brooklyn Brewery,BOTTLE,lager,domestic,Brooklyn Lager,46.56,24 pack,24,12oz,12,210,domestic,288,0.16,0.32
5.20,Brooklyn Brewery,BOTTLE,lager,domestic,Brooklyn Lager,46.57,24 pack,24,12oz,12,536,domestic,288,0.16,0.32
5.20,Shock Top,BOTTLE,ale,domestic,Shock Top Belgian White,23.29,12 pack,12,12oz,12,210,domestic,144,0.16,0.32
5.80,Coney Island,CAN,IPA,domestic,Coney Island Merman NY IPA,12.99,6 pack,6,12oz,12,849,domestic,72,0.18,0.32
6.90,Smuttynose,BOTTLE,IPA,domestic,Smuttynose Finest Kind,15.49,6 pack,6,12oz,12,210,domestic,72,0.22,0.32
6.90,Stone Brewing Co.,BOTTLE,IPA,domestic,Stone IPA,30.98,12 pack,12,12oz,12,536,domestic,144,0.22,0.32
8.10,,CAN,,,Monkless Belgian Ales Capitulation Belgian Dry Hop Tripel,96.99,24 pack,24,16oz,16,698,,384,0.25,0.32
6.90,Stone,BOTTLE,IPA,domestic,Stone IPA,30.99,12 pack,12,12oz,12,210,domestic,144,0.22,0.32
8.00,Champion Brewing Company,CAN,,,Champion Brewing Company Fruit Casket DIPA,11.99,4 pack,4,12oz,12,698,,48,0.25,0.32
4.80,Radeberger,CAN,pilsner,imported,Radeberger Pilsner,14.39,6 pack,6,16oz,16,809,imported,96,0.15,0.32
8.00,Two Roads,CAN,ale,domestic,Two Roads Road 2 Ruin,15.99,4 pack,4,16oz,16,849,domestic,64,0.25,0.32
5.00,Heineken,BOTTLE,pale lager,imported,Heineken,44.98,24 pack,24,12oz,12,210,imported,288,0.16,0.32
5.00,Heineken,BOTTLE,pale lager,imported,Heineken,44.99,24 pack,24,12oz,12,536,imported,288,0.16,0.32
4.20,Coors,BOTTLE,,domestic,Coors Light,9.45,6 pack,6,12oz,12,210,domestic,72,0.13,0.32
7.10,Flying Dog,CAN,IPA,domestic,Flying Dog Snake Dog IPA,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.32
9.10,Victory Brewing Company,BOTTLE,porter and stout,domestic,Victory Storm King Imperial Stout,40.99,12 pack,12,12oz,12,210,domestic,144,0.28,0.32
4.20,Coors,BOTTLE,,domestic,Coors Light,9.46,6 pack,6,12oz,12,536,domestic,72,0.13,0.32
9.10,Victory Brewing Company,BOTTLE,porter and stout,domestic,Victory Storm King Imperial Stout,81.99,24 pack,24,12oz,12,210,domestic,288,0.28,0.32
8.30,Flying Dog,BOTTLE,,domestic,Flying Dog Raging Bitch,18.71,6 pack,6,12oz,12,809,domestic,72,0.26,0.32
6.90,Stone,BOTTLE,IPA,domestic,Stone IPA,15.59,6 pack,6,12oz,12,809,domestic,72,0.22,0.32
4.20,Coors,CAN,,domestic,Coors Light,18.99,12 pack,12,12oz,12,229,domestic,144,0.13,0.32
9.10,SixPoint,CAN,IPA,domestic,Sixpoint Resin Double IPA,20.59,6 pack,6,12oz,12,210,domestic,72,0.29,0.32
6.40,Oskar Blues,CAN,IPA,domestic,Oskar Blues IPA,14.49,6 pack,6,12oz,12,229,domestic,72,0.20,0.32
7.50,Lagunitas,BOTTLE,pale wheat ale,domestic,Lagunitas Little Sumpin' Sumpin',16.99,6 pack,6,12oz,12,849,domestic,72,0.24,0.32
8.20,Troegs,BOTTLE,,domestic,Troegs Troegenator,18.59,6 pack,6,12oz,12,210,domestic,72,0.26,0.32
5.90,Kronenbourg,BOTTLE,lager,imported,Kronenbourg 1664,26.79,12 pack,12,12oz,12,210,imported,144,0.19,0.32
6.60,Leffe,BOTTLE,ale,imported,Leffe Blond Belgian Ale,13.99,6 pack,6,11.2oz,11.2,229,imported,67.2,0.21,0.32
5.50,CERVEZA MEXICANA COLIBRE,BOTTLE,,,Cerveza Mexicana Colibre Mexican Craft Blonde,24.99,12 pack,12,12oz,12,698,,144,0.17,0.32
5.50,Foster's,CAN,ale,imported,Foster's Premium Ale,24.99,6 pack,6,24oz,24,210,imported,144,0.17,0.32
5.50,,BOTTLE,,,Cerveza Mexicana Colibre Mexican Craft Ginger,24.99,12 pack,12,12oz,12,698,,144,0.17,0.32
6.60,Leffe,BOTTLE,ale,imported,Leffe Blond Belgian Ale,59.99,24 pack,24,12oz,12,210,imported,288,0.21,0.32
5.80,Brooklyn Brewery,BOTTLE,,domestic,Brooklyn Bel Air Sour,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.32
5.60,Okocim,BOTTLE,pale ale,imported,Okocim O.K. Full Pale Ale,2.99,1,1,16.9oz,16.9,229,imported,16.9,0.18,0.32
6.80,Butternuts,CAN,ale,imported,Butternuts Snapperhead IPA,15.49,6 pack,6,12oz,12,210,imported,72,0.22,0.32
4.20,Miller,BOTTLE,,domestic,Miller Lite,9.57,6 pack,6,12oz,12,210,domestic,72,0.13,0.32
5.70,Spoetzl Brewery,BOTTLE,american pale ale,domestic,Shiner Wild Hare Pale Ale,12.99,6 pack,6,12oz,12,849,domestic,72,0.18,0.32
4.60,Corona,CAN,lager,imported,Corona Extra,20.99,12 pack,12,12oz,12,849,imported,144,0.15,0.32
4.20,Coors,BOTTLE,,domestic,Coors Light,9.59,6 pack,6,12oz,12,809,domestic,72,0.13,0.32
7.00,Bell's Brewery,BOTTLE,IPA,domestic,Bell's Two Hearted Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.32
7.00,Blue Point Brewing Company,BOTTLE,amber ale,domestic,Blue Point Winter Ale,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.32
7.00,Firestone Walker Brewing Co.,BOTTLE,IPA,domestic,Firestone Union Jack IPA,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.32
7.00,Sierra Nevada,BOTTLE,seasonal,domestic,Sierra Nevada Seasonal Variety,15.99,6 pack,6,12oz,12,210,domestic,72,0.22,0.32
4.70,Founders Brewing Co.,CAN,IPA,domestic,Founders All Day IPA,42.99,24 pack,24,12oz,12,536,domestic,288,0.15,0.31
8.30,Flying Dog,BOTTLE,,domestic,Flying Dog Raging Bitch,18.99,6 pack,6,12oz,12,229,domestic,72,0.26,0.31
5.40,Blue Moon,BOTTLE,wheat,domestic,Blue Moon Belgian White,49.44,24 pack,24,12oz,12,210,domestic,288,0.17,0.31
6.20,SixPoint,CAN,IPA,domestic,Sixpoint Bengali Tiger,56.77,24 pack,24,12oz,12,536,domestic,288,0.20,0.31
5.40,Blue Moon,BOTTLE,wheat,domestic,Blue Moon Belgian White,49.45,24 pack,24,12oz,12,536,domestic,288,0.17,0.31
6.20,SixPoint,CAN,IPA,domestic,Sixpoint Bengali Tiger,56.78,24 pack,24,12oz,12,210,domestic,288,0.20,0.31
4.70,Founders Brewing Co.,CAN,IPA,domestic,Founders All Day IPA,10.79,6 pack,6,12oz,12,809,domestic,72,0.15,0.31
5.00,Beck's,BOTTLE,,imported,Beck's,11.48,6 pack,6,12oz,12,210,imported,72,0.16,0.31
5.00,Kirin Ichiban,CAN,lager,imported,Kirin Ichiban,22.99,12 pack,12,12oz,12,536,imported,144,0.16,0.31
4.20,Michelob ULTRA,CAN,,domestic,Michelob Ultra,3.22,1,1,24oz,24,849,domestic,24,0.13,0.31
7.60,Bronx Brewery,CAN,IPA,domestic,Bronx Brewery No Resolutions IPA,17.49,6 pack,6,12oz,12,536,domestic,72,0.24,0.31
5.20,Brooklyn Brewery,BOTTLE,lager,domestic,Brooklyn Lager,11.98,6 pack,6,12oz,12,536,domestic,72,0.17,0.31
9.00,Dogfish Head,BOTTLE,IPA,domestic,Dogfish Head 90 Minute IPA,82.95,24 pack,24,12oz,12,210,domestic,288,0.29,0.31
9.00,Dogfish Head,BOTTLE,IPA,domestic,Dogfish Head 90 Minute IPA,82.97,24 pack,24,12oz,12,536,domestic,288,0.29,0.31
6.50,Oskar Blues,CAN,american pale ale,domestic,Oskar Blues Dale's Pale Ale,29.97,12 pack,12,12oz,12,210,domestic,144,0.21,0.31
6.50,Oskar Blues,CAN,american pale ale,domestic,Oskar Blues Dale's Pale Ale,29.98,12 pack,12,12oz,12,536,domestic,144,0.21,0.31
6.50,Rogue,BOTTLE,ale,domestic,Rogue Dead Guy Ale,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.31
6.50,Founders Brewing Co.,BOTTLE,porter and stout,domestic,Founders Porter,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.31
6.50,Captain Lawrence,BOTTLE,IPA,domestic,Captain Lawrence Hop Commander IPA,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.31
6.50,Dogfish Head,BOTTLE,ale,domestic,Dogfish Head American Beauty,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.31
5.60,Sierra Nevada,CAN,pale ale,domestic,Sierra Nevada Pale Ale,25.85,12 pack,12,12oz,12,210,domestic,144,0.18,0.31
6.90,Brooklyn Brewery,BOTTLE,IPA,domestic,Brooklyn East India Pale Ale,15.93,6 pack,6,12oz,12,210,domestic,72,0.22,0.31
6.90,Brooklyn Brewery,BOTTLE,IPA,domestic,Brooklyn East India Pale Ale,15.94,6 pack,6,12oz,12,536,domestic,72,0.22,0.31
7.00,Bell's Brewery,BOTTLE,IPA,domestic,Bell's Two Hearted Ale,16.19,6 pack,6,12oz,12,809,domestic,72,0.22,0.31
8.20,Elysian,BOTTLE,IPA,domestic,Elysian Space Dust IPA,18.99,6 pack,6,12oz,12,229,domestic,72,0.26,0.31
6.90,Stone,BOTTLE,IPA,domestic,Stone IPA,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.31
4.20,Bud Light,BOTTLE,,domestic,Bud Light Lime,19.48,12 pack,12,12oz,12,210,domestic,144,0.14,0.31
4.20,Bud Light,CAN,light lager,domestic,Bud Light,12.99,6 pack,6,16oz,16,210,domestic,96,0.14,0.31
4.20,Bud Light,CAN,light lager,domestic,Bud Light,12.99,6 pack,6,16oz,16,229,domestic,96,0.14,0.31
5.60,Sierra Nevada,CAN,pale ale,domestic,Sierra Nevada Pale Ale,12.99,6 pack,6,12oz,12,229,domestic,72,0.18,0.31
5.60,Sierra Nevada,CAN,pale ale,domestic,Sierra Nevada Pale Ale,25.99,12 pack,12,12oz,12,229,domestic,144,0.18,0.31
6.20,SixPoint,CAN,IPA,domestic,Sixpoint Bengali Tiger,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.31
7.10,Flying Dog,BOTTLE,IPA,domestic,Flying Dog Snake Dog IPA,16.48,6 pack,6,12oz,12,536,domestic,72,0.23,0.31
7.10,Flying Dog,BOTTLE,IPA,domestic,Flying Dog Snake Dog IPA,16.49,6 pack,6,12oz,12,210,domestic,72,0.23,0.31
6.20,Lagunitas,BOTTLE,IPA,domestic,Lagunitas IPA,57.66,24 pack,24,12oz,12,210,domestic,288,0.20,0.31
6.20,Lagunitas,BOTTLE,IPA,domestic,Lagunitas IPA,57.67,24 pack,24,12oz,12,536,domestic,288,0.20,0.31
6.20,Lagunitas,BOTTLE,IPA,domestic,Lagunitas IPA,57.68,24 pack,24,12oz,12,210,domestic,288,0.20,0.31
5.40,Blue Moon,BOTTLE,wheat,domestic,Blue Moon Belgian White,12.59,6 pack,6,12oz,12,809,domestic,72,0.17,0.31
8.20,,CAN,,,Monkless Belgian Ales Peppercorn Imperial Wit,50.99,12 pack,12,16oz,16,698,,192,0.27,0.31
9.00,Dogfish Head,BOTTLE,ale,domestic,Dogfish Head Beer to Drink Music To,20.99,6 pack,6,12oz,12,809,domestic,72,0.29,0.31
6.00,Lagunitas,BOTTLE,pilsner,domestic,Lagunitas PILS,27.99,12 pack,12,12oz,12,210,domestic,144,0.19,0.31
7.50,Troegs,BOTTLE,IPA,domestic,Troegs Perpetual IPA,34.99,12 pack,12,12oz,12,210,domestic,144,0.24,0.31
7.50,Troegs,BOTTLE,IPA,domestic,Troegs Perpetual IPA,69.99,24 pack,24,12oz,12,210,domestic,288,0.24,0.31
7.70,Stone,BOTTLE,IPA,domestic,Stone Delicious IPA,17.99,6 pack,6,12oz,12,536,domestic,72,0.25,0.31
4.60,Corona,CAN,lager,imported,Corona Extra,42.99,12 pack,12,24oz,24,849,imported,288,0.15,0.31
6.40,Oskar Blues,CAN,IPA,domestic,Oskar Blues IPA,14.99,6 pack,6,12oz,12,210,domestic,72,0.21,0.31
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Sculpin IPA,16.40,6 pack,6,12oz,12,210,domestic,72,0.23,0.31
6.40,Montauk,CAN,IPA,domestic,Montauk Wave Chaser,59.99,24 pack,24,12oz,12,536,domestic,288,0.21,0.31
7.25,Heavy Seas,BOTTLE,ale,domestic,Heavy Seas Loose Cannon Hop3 Ale,16.99,6 pack,6,12oz,12,210,domestic,72,0.24,0.31
9.90,Lagunitas,BOTTLE,porter and stout,domestic,Lagunitas Imperial Stout,7.09,1,1,22oz,22,849,domestic,22,0.32,0.31
6.20,Lagunitas,BOTTLE,IPA,domestic,Lagunitas IPA,14.54,6 pack,6,12oz,12,536,domestic,72,0.20,0.31
6.90,Citizen Cider,CAN,,cider,Citizen Cider Dirty Mayor,14.39,4 pack,4,16oz,16,809,cider,64,0.22,0.31
4.60,Corona,BOTTLE,lager,imported,Corona Extra,21.59,12 pack,12,12oz,12,809,imported,144,0.15,0.31
5.10,Brooklyn Brewery,BOTTLE,pilsner,domestic,Brooklyn Pilsner,11.97,6 pack,6,12oz,12,210,domestic,72,0.17,0.31
6.00,Dogfish Head,BOTTLE,IPA,domestic,Dogfish Head 60 Minute IPA,56.36,24 pack,24,12oz,12,210,domestic,288,0.20,0.31
6.00,Dogfish Head,BOTTLE,IPA,domestic,Dogfish Head 60 Minute IPA,56.37,24 pack,24,12oz,12,536,domestic,288,0.20,0.31
5.10,Brooklyn Brewery,BOTTLE,pilsner,domestic,Brooklyn Pilsner,11.98,6 pack,6,12oz,12,536,domestic,72,0.17,0.31
5.00,CERVEZA MEXICANA COLIBRE,BOTTLE,,,Cerveza Mexicana Colibre Mexican Craft Lager,46.99,24 pack,24,12oz,12,698,,288,0.16,0.31
6.60,Leffe,BOTTLE,ale,imported,Leffe Blond Belgian Ale,28.95,12 pack,12,11.2oz,11.2,210,imported,134.4,0.22,0.31
4.20,Bud Light,CAN,light lager,domestic,Bud Light,3.29,1,1,24oz,24,229,domestic,24,0.14,0.31
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,52.66,24 pack,24,12oz,12,210,domestic,288,0.18,0.31
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,52.67,24 pack,24,12oz,12,536,domestic,288,0.18,0.31
6.60,Leffe,BOTTLE,ale,imported,Leffe Blond Belgian Ale,28.99,12 pack,12,11.2oz,11.2,536,imported,134.4,0.22,0.31
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,13.18,6 pack,6,12oz,12,210,domestic,72,0.18,0.31
4.20,Coors,CAN,,domestic,Coors Light,9.89,6 pack,6,12oz,12,536,domestic,72,0.14,0.31
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.31
7.00,Ballast Point,BOTTLE,IPA,domestic,Ballast Point Sculpin IPA,16.49,6 pack,6,12oz,12,849,domestic,72,0.23,0.31
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Sculpin IPA,16.49,6 pack,6,12oz,12,849,domestic,72,0.23,0.31
7.00,Ballast Point,BOTTLE,IPA,domestic,Ballast Point Grapefruit Sculpin IPA,16.49,6 pack,6,12oz,12,849,domestic,72,0.23,0.31
7.00,Goose Island,BOTTLE,ale,domestic,Goose Island Next Coast IPA,32.99,12 pack,12,12oz,12,536,domestic,144,0.23,0.31
7.20,Ithaca,BOTTLE,IPA,domestic,Ithaca Flower Power IPA,33.98,12 pack,12,12oz,12,536,domestic,144,0.24,0.31
7.20,Oskar Blues,CAN,IPA,domestic,Oskar Blues Can-O-Bliss Hazy IPA,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.31
7.20,Oskar Blues,CAN,IPA,domestic,Oskar Blues Can-O-Bliss Hazy IPA,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.31
7.20,Ithaca,BOTTLE,IPA,domestic,Ithaca Flower Power IPA,16.99,6 pack,6,12oz,12,849,domestic,72,0.24,0.31
8.10,,CAN,,,Monkless Belgian Ales Capitulation Belgian Dry Hop Tripel,50.99,12 pack,12,16oz,16,698,,192,0.27,0.31
5.50,Angry Orchard,BOTTLE,,cider,Angry Orchard Rosé,12.99,6 pack,6,12oz,12,536,cider,72,0.18,0.30
4.40,Founders Brewing Co.,CAN,IPA,domestic,Founders Centennial IPA,25.99,15 pack,15,12oz,12,536,domestic,180,0.14,0.30
5.90,Kronenbourg,BOTTLE,lager,imported,Kronenbourg 1664,13.99,6 pack,6,12oz,12,229,imported,72,0.19,0.30
5.90,Goose Island,BOTTLE,IPA,domestic,Goose Island IPA,55.99,24 pack,24,12oz,12,536,domestic,288,0.19,0.30
8.00,Southern Tier,BOTTLE,,domestic,Southern Tier 2x Steam,18.99,6 pack,6,12oz,12,210,domestic,72,0.26,0.30
5.80,Coney Island,CAN,IPA,domestic,Coney Island Merman NY IPA,13.79,6 pack,6,12oz,12,809,domestic,72,0.19,0.30
5.00,Budweiser,BOTTLE,lager,domestic,Budweiser,11.89,6 pack,6,12oz,12,536,domestic,72,0.17,0.30
4.20,Coors,BOTTLE,,domestic,Coors Light,9.99,6 pack,6,12oz,12,849,domestic,72,0.14,0.30
4.20,Miller,BOTTLE,,domestic,Miller Lite,9.99,6 pack,6,12oz,12,849,domestic,72,0.14,0.30
4.20,Miller,CAN,,domestic,Miller Lite,9.99,6 pack,6,12oz,12,849,domestic,72,0.14,0.30
6.30,SweetWater,BOTTLE,IPA,domestic,Sweet Water IPA,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.30
4.20,Coors,CAN,,domestic,Coors Light,19.99,6 pack,6,24oz,24,210,domestic,144,0.14,0.30
4.20,Bud Light,BOTTLE,light lager,domestic,Bud Light,29.99,18 pack,18,12oz,12,536,domestic,216,0.14,0.30
4.20,Coors,CAN,,domestic,Coors Light,29.99,18 pack,18,12oz,12,536,domestic,216,0.14,0.30
4.20,Miller,CAN,,domestic,Miller Lite,29.99,18 pack,18,12oz,12,536,domestic,216,0.14,0.30
6.30,Samuel Adams,BOTTLE,IPA,domestic,Samuel Adams Rebel Grapefruit IPA,59.99,24 pack,24,12oz,12,210,domestic,288,0.21,0.30
6.80,Citizen Cider,CAN,,cider,Citizen Cider Unified Press,14.39,4 pack,4,16oz,16,809,cider,64,0.22,0.30
4.50,Tecate,CAN,pale lager,imported,Tecate,42.89,24 pack,24,12oz,12,536,imported,288,0.15,0.30
6.50,Ommegang,BOTTLE,IPA,domestic,Ommegang Nirvana IPA,15.49,6 pack,6,12oz,12,229,domestic,72,0.22,0.30
4.50,Tecate,CAN,pale lager,imported,Tecate,42.90,24 pack,24,12oz,12,210,imported,288,0.15,0.30
6.70,Omission,BOTTLE,IPA,domestic,Omission IPA,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.30
6.70,Victory Brewing Company,BOTTLE,IPA,domestic,Victory HopDevil IPA,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.30
7.00,Ballast Point,BOTTLE,IPA,domestic,Ballast Point Sculpin IPA,66.83,24 pack,24,12oz,12,210,domestic,288,0.23,0.30
7.00,Ballast Point,BOTTLE,IPA,domestic,Ballast Point Sculpin IPA,66.84,24 pack,24,12oz,12,536,domestic,288,0.23,0.30
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,26.74,12 pack,12,12oz,12,210,domestic,144,0.19,0.30
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,26.75,12 pack,12,12oz,12,536,domestic,144,0.19,0.30
6.50,Leffe,BOTTLE,brown ale,imported,Leffe Brown Belgian Ale,28.99,12 pack,12,11.2oz,11.2,536,imported,134.4,0.22,0.30
4.60,Rolling Rock,BOTTLE,lager,domestic,Rolling Rock,21.99,12 pack,12,12oz,12,210,domestic,144,0.15,0.30
4.60,Southern Tier,CAN,,,Southern Tier Tangier Session IPA,21.99,12 pack,12,12oz,12,210,,144,0.15,0.30
4.60,Rolling Rock,BOTTLE,lager,domestic,Rolling Rock,43.99,24 pack,24,12oz,12,210,domestic,288,0.15,0.30
6.00,Dogfish Head,BOTTLE,IPA,domestic,Dogfish Head 60 Minute IPA,14.35,6 pack,6,12oz,12,210,domestic,72,0.20,0.30
7.10,Peak Organic,BOTTLE,IPA,domestic,Peak Organic IPA,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.30
7.10,Peak Organic,BOTTLE,IPA,domestic,Peak Organic IPA,33.99,12 pack,12,12oz,12,210,domestic,144,0.24,0.30
5.10,Peroni,BOTTLE,ale,imported,Peroni Nastro Azzurro,22.79,12 pack,12,11.2oz,11.2,809,imported,134.4,0.17,0.30
5.00,Heineken,BOTTLE,pale lager,imported,Heineken,11.97,6 pack,6,12oz,12,210,imported,72,0.17,0.30
7.10,Peak Organic,BOTTLE,,,Peak Organic IPA Case,67.99,24 pack,24,12oz,12,210,,288,0.24,0.30
6.00,Bud Light,BOTTLE,,domestic,Bud Light Platinum,28.75,12 pack,12,12oz,12,210,domestic,144,0.20,0.30
5.00,Angry Orchard,BOTTLE,,cider,Angry Orchard Crisp Apple,11.98,6 pack,6,12oz,12,210,cider,72,0.17,0.30
5.00,Heineken,BOTTLE,pale lager,imported,Heineken,11.98,6 pack,6,12oz,12,210,imported,72,0.17,0.30
5.00,Heineken,BOTTLE,pale lager,imported,Heineken,11.98,6 pack,6,12oz,12,536,imported,72,0.17,0.30
5.00,Angry Orchard,BOTTLE,,cider,Angry Orchard Green Apple,11.98,6 pack,6,12oz,12,210,cider,72,0.17,0.30
